target_return,volatility,sharpe,URTH,AOA,XLV,SPY,VNQ,QQQ,EMB,BNDX,AAXJ,VT
0.054283,0.071388,0.298312,0.000000,0.000000,0.192676,0.000000,0.000000,0.040148,0.367176,0.400000,0.000000,0
0.053578,0.071794,0.314013,0.000000,0.000000,0.193634,0.000000,0.000000,0.048470,0.357896,0.400000,0.000000,0
0.052873,0.072218,0.329454,0.000000,0.000000,0.194592,0.000000,0.000000,0.056792,0.348616,0.400000,0.000000,0
0.052168,0.072660,0.344629,0.000000,0.000000,0.195550,0.000000,0.000000,0.065115,0.339336,0.400000,0.000000,0
0.051463,0.073120,0.359535,0.000000,0.000000,0.196507,0.000000,0.000000,0.073437,0.330056,0.400000,0.000000,0
0.050758,0.073597,0.374165,0.000000,0.000000,0.197465,0.000000,0.000000,0.081759,0.320776,0.400000,0.000000,0
0.050053,0.074091,0.388519,0.000000,0.000000,0.198423,0.000000,0.000000,0.090081,0.311496,0.400000,0.000000,0
0.049348,0.074601,0.402592,0.000000,0.000000,0.199380,0.000000,0.000000,0.098404,0.302216,0.400000,0.000000,0
0.048643,0.075128,0.416383,0.000000,0.000000,0.200338,0.000000,0.000000,0.106726,0.292936,0.400000,0.000000,0
0.047938,0.075671,0.429892,0.000000,0.000000,0.201296,0.000000,0.000000,0.115048,0.283656,0.400000,0.000000,0
0.047233,0.076230,0.443117,0.000000,0.000000,0.202254,0.000000,0.000000,0.123370,0.274376,0.400000,0.000000,0
0.046528,0.076803,0.456060,0.000000,0.000000,0.203211,0.000000,0.000000,0.131692,0.265096,0.400000,0.000000,0
0.045823,0.077392,0.468719,0.000000,0.000000,0.204169,0.000000,0.000000,0.140015,0.255816,0.400000,0.000000,0
0.045118,0.077996,0.481097,0.000000,0.000000,0.205127,0.000000,0.000000,0.148337,0.246536,0.400000,0.000000,0
0.044413,0.078613,0.493196,0.000000,0.000000,0.206084,0.000000,0.000000,0.156659,0.237256,0.400000,0.000000,0
0.043708,0.079245,0.505017,0.000000,0.000000,0.207042,0.000000,0.000000,0.164981,0.227976,0.400000,0.000000,0
0.043003,0.079890,0.516563,0.000000,0.000000,0.208000,0.000000,0.000000,0.173304,0.218697,0.400000,0.000000,0
0.042298,0.080548,0.527837,0.000000,0.000000,0.208958,0.000000,0.000000,0.181626,0.209417,0.400000,0.000000,0
0.041593,0.081220,0.538843,0.000000,0.000000,0.209915,0.000000,0.000000,0.189948,0.200137,0.400000,0.000000,0
0.040888,0.081904,0.549583,0.000000,0.000000,0.210873,0.000000,0.000000,0.198270,0.190857,0.400000,0.000000,0
0.040183,0.082600,0.560061,0.000000,0.000000,0.211831,0.000000,0.000000,0.206593,0.181577,0.400000,0.000000,0
0.039478,0.083309,0.570282,0.000000,0.000000,0.212788,0.000000,0.000000,0.214915,0.172297,0.400000,0.000000,0
0.038773,0.084029,0.580250,0.000000,0.000000,0.213746,0.000000,0.000000,0.223237,0.163017,0.400000,0.000000,0
0.038068,0.084761,0.589968,0.000000,0.000000,0.214704,0.000000,0.000000,0.231559,0.153737,0.400000,0.000000,0
0.037363,0.085503,0.599443,0.000000,0.000000,0.215662,0.000000,0.000000,0.239881,0.144457,0.400000,0.000000,0
0.036658,0.086257,0.608678,0.000000,0.000000,0.216619,0.000000,0.000000,0.248204,0.135177,0.400000,0.000000,0
0.035953,0.087021,0.617677,0.000000,0.000000,0.217577,0.000000,0.000000,0.256526,0.125897,0.400000,0.000000,0
0.035248,0.087795,0.626447,0.000000,0.000000,0.218535,0.000000,0.000000,0.264848,0.116617,0.400000,0.000000,0
0.034543,0.088580,0.634992,0.000000,0.000000,0.219492,0.000000,0.000000,0.273170,0.107337,0.400000,0.000000,0
0.033839,0.089374,0.643317,0.000000,0.000000,0.220450,0.000000,0.000000,0.281493,0.098057,0.400000,0.000000,0
0.033134,0.090177,0.651426,0.000000,0.000000,0.221408,0.000000,0.000000,0.289815,0.088777,0.400000,0.000000,0
0.032429,0.090990,0.659325,0.000000,0.000000,0.222366,0.000000,0.000000,0.298137,0.079497,0.400000,0.000000,0
0.031724,0.091812,0.667019,0.000000,0.000000,0.223323,0.000000,0.000000,0.306459,0.070217,0.400000,0.000000,0
0.031019,0.092643,0.674513,0.000000,0.000000,0.224281,0.000000,0.000000,0.314782,0.060937,0.400000,0.000000,0
0.030314,0.093482,0.681812,0.000000,0.000000,0.225239,0.000000,0.000000,0.323104,0.051657,0.400000,0.000000,0
0.029609,0.094329,0.688920,0.000000,0.000000,0.226197,0.000000,0.000000,0.331426,0.042378,0.400000,0.000000,0
0.028904,0.095185,0.695842,0.000000,0.000000,0.227154,0.000000,0.000000,0.339748,0.033098,0.400000,0.000000,0
0.028199,0.096048,0.702584,0.000000,0.000000,0.228112,0.000000,0.000000,0.348070,0.023818,0.400000,0.000000,0
0.027494,0.096919,0.709149,0.000000,0.000000,0.229070,0.000000,0.000000,0.356393,0.014538,0.400000,0.000000,0
0.026789,0.097797,0.715544,0.000000,0.000000,0.230027,0.000000,0.000000,0.364715,0.005258,0.400000,0.000000,0
0.026084,0.098687,0.721743,0.000000,0.000000,0.223425,0.000000,0.000000,0.376575,0.000000,0.400000,0.000000,0
0.025379,0.099617,0.727531,0.000000,0.000000,0.206940,0.000000,0.000000,0.393060,0.000000,0.400000,0.000000,0
0.024674,0.100755,0.731703,0.000000,0.000000,0.185924,0.017033,0.000000,0.400000,0.000000,0.397043,0.000000,0
0.023969,0.102043,0.734702,0.000000,0.000000,0.186508,0.028132,0.000000,0.400000,0.000000,0.385360,0.000000,0
0.023264,0.103338,0.737573,0.000000,0.000000,0.187092,0.039232,0.000000,0.400000,0.000000,0.373677,0.000000,0
0.022559,0.104641,0.740322,0.000000,0.000000,0.187676,0.050331,0.000000,0.400000,0.000000,0.361993,0.000000,0
0.021854,0.105950,0.742957,0.000000,0.000000,0.188259,0.061431,0.000000,0.400000,0.000000,0.350310,0.000000,0
0.021149,0.107266,0.745481,0.000000,0.000000,0.188843,0.072530,0.000000,0.400000,0.000000,0.338627,0.000000,0
0.020444,0.108588,0.747900,0.000000,0.000000,0.189427,0.083629,0.000000,0.400000,0.000000,0.326944,0.000000,0
0.019739,0.109916,0.750219,0.000000,0.000000,0.190011,0.094729,0.000000,0.400000,0.000000,0.315260,0.000000,0
0.019034,0.111250,0.752443,0.000000,0.000000,0.190594,0.105828,0.000000,0.400000,0.000000,0.303577,0.000000,0
0.018329,0.112590,0.754576,0.000000,0.000000,0.191178,0.116928,0.000000,0.400000,0.000000,0.291894,0.000000,0
0.017624,0.113935,0.756622,0.000000,0.000000,0.191762,0.128027,0.000000,0.400000,0.000000,0.280211,0.000000,0
0.016919,0.115286,0.758586,0.000000,0.000000,0.192345,0.139127,0.000000,0.400000,0.000000,0.268528,0.000000,0
0.016214,0.116641,0.760471,0.000000,0.000000,0.192929,0.150226,0.000000,0.400000,0.000000,0.256844,0.000000,0
0.015509,0.118002,0.762280,0.000000,0.000000,0.193513,0.161326,0.000000,0.400000,0.000000,0.245161,0.000000,0
0.014804,0.119367,0.764018,0.000000,0.000000,0.194097,0.172425,0.000000,0.400000,0.000000,0.233478,0.000000,0
0.014099,0.120737,0.765688,0.000000,0.000000,0.194680,0.183525,0.000000,0.400000,0.000000,0.221795,0.000000,0
0.013394,0.122112,0.767292,0.000000,0.000000,0.195264,0.194624,0.000000,0.400000,0.000000,0.210112,0.000000,0
0.012689,0.123490,0.768833,0.000000,0.000000,0.195848,0.205724,0.000000,0.400000,0.000000,0.198428,0.000000,0
0.011984,0.124873,0.770315,0.000000,0.000000,0.196432,0.216823,0.000000,0.400000,0.000000,0.186745,0.000000,0
0.011280,0.126260,0.771739,0.000000,0.000000,0.197015,0.227923,0.000000,0.400000,0.000000,0.175062,0.000000,0
0.010575,0.127651,0.773109,0.000000,0.000000,0.197599,0.239022,0.000000,0.400000,0.000000,0.163379,0.000000,0
0.009870,0.129046,0.774427,0.000000,0.000000,0.198183,0.250122,0.000000,0.400000,0.000000,0.151695,0.000000,0
0.009165,0.130444,0.775695,0.000000,0.000000,0.198766,0.261221,0.000000,0.400000,0.000000,0.140012,0.000000,0
0.008460,0.131846,0.776916,0.000000,0.000000,0.199350,0.272321,0.000000,0.400000,0.000000,0.128329,0.000000,0
0.007755,0.133251,0.778091,0.000000,0.000000,0.199934,0.283420,0.000000,0.400000,0.000000,0.116646,0.000000,0
0.007050,0.134660,0.779222,0.000000,0.000000,0.200518,0.294520,0.000000,0.400000,0.000000,0.104962,0.000000,0
0.006345,0.136071,0.780311,0.000000,0.000000,0.201101,0.305619,0.000000,0.400000,0.000000,0.093279,0.000000,0
0.005640,0.137486,0.781360,0.000000,0.000000,0.201685,0.316719,0.000000,0.400000,0.000000,0.081596,0.000000,0
0.004935,0.138904,0.782371,0.000000,0.000000,0.202269,0.327818,0.000000,0.400000,0.000000,0.069913,0.000000,0
0.004230,0.140325,0.783345,0.000000,0.000000,0.202853,0.338918,0.000000,0.400000,0.000000,0.058230,0.000000,0
0.003525,0.141748,0.784284,0.000000,0.000000,0.203436,0.350017,0.000000,0.400000,0.000000,0.046546,0.000000,0
0.002820,0.143175,0.785189,0.000000,0.000000,0.204020,0.361117,0.000000,0.400000,0.000000,0.034863,0.000000,0
0.002115,0.144604,0.786061,0.000000,0.000000,0.204604,0.372216,0.000000,0.400000,0.000000,0.023180,0.000000,0
0.001410,0.146035,0.786903,0.000000,0.000000,0.205187,0.383316,0.000000,0.400000,0.000000,0.011497,0.000000,0
0.000705,0.147470,0.787715,0.000000,0.000000,0.205065,0.394935,0.000000,0.400000,0.000000,0.000000,0.000000,0
0.147412,0.154576,0.759576,0.200000,0.000000,0.000000,0.400000,0.000000,0.400000,0.000000,0.000000,0.000000,0
